996.875,0.0
993.75,0.0
990.625,0.0
987.5,5720930232.55814
984.375,11441860465.11628
981.25,11441860465.11628
978.125,11441860465.11628
975.0,17162790697.67442
971.875,17162790697.67442
968.75,17162790697.67442
965.625,11441860465.11628
962.5,11441860465.11628
959.375,11441860465.11628
956.25,11441860465.11628
953.125,17162790697.67442
950.0,17162790697.67442
946.875,17162790697.67442
943.75,17162790697.67442
940.625,17162790697.67442
937.5,17162790697.67442
934.375,17162790697.67442
931.25,17162790697.67442
928.125,17162790697.67442
925.0,17162790697.67442
921.875,17162790697.67442
918.75,17162790697.67442
915.625,17162790697.67442
912.5,17162790697.67442
909.375,17162790697.67442
906.25,17162790697.67442
903.125,17162790697.67442
900.0,22883720930.23256
896.875,22883720930.23256
893.75,28604651162.7907
890.625,28604651162.7907
887.5,28604651162.7907
884.375,28604651162.7907
881.25,28604651162.7907
878.125,28604651162.7907
875.0,28604651162.7907
871.875,28604651162.7907
868.75,28604651162.7907
865.625,28604651162.7907
862.5,28604651162.7907
859.375,28604651162.7907
856.25,28604651162.7907
853.125,28604651162.7907
850.0,28604651162.7907
846.875,28604651162.7907
843.75,28604651162.7907
840.625,28604651162.7907
837.5,28604651162.7907
834.375,28604651162.7907
831.25,28604651162.7907
828.125,28604651162.7907
825.0,28604651162.7907
821.875,28604651162.7907
818.75,28604651162.7907
815.625,28604651162.7907
812.5,28604651162.7907
809.375,34325581395.34884
806.25,28604651162.7907
803.125,28604651162.7907
800.0,28604651162.7907
796.875,28604651162.7907
793.75,28604651162.7907
790.625,28604651162.7907
787.5,34325581395.34884
784.375,34325581395.34884
781.25,34325581395.34884
778.125,28604651162.7907
775.0,28604651162.7907
771.875,28604651162.7907
768.75,28604651162.7907
765.625,28604651162.7907
762.5,28604651162.7907
759.375,28604651162.7907
756.25,22883720930.23256
753.125,22883720930.23256
750.0,22883720930.23256
746.875,22883720930.23256
743.75,22883720930.23256
740.625,22883720930.23256
737.5,22883720930.23256
734.375,22883720930.23256
731.25,22883720930.23256
728.125,22883720930.23256
725.0,22883720930.23256
721.875,22883720930.23256
718.75,22883720930.23256
715.625,28604651162.7907
712.5,28604651162.7907
709.375,28604651162.7907
706.25,28604651162.7907
703.125,28604651162.7907
700.0,28604651162.7907
696.875,28604651162.7907
693.75,28604651162.7907
690.625,28604651162.7907
687.5,28604651162.7907
684.375,28604651162.7907
681.25,28604651162.7907
678.125,28604651162.7907
675.0,28604651162.7907
671.875,34325581395.34884
668.75,34325581395.34884
665.625,34325581395.34884
662.5,34325581395.34884
659.375,34325581395.34884
656.25,34325581395.34884
653.125,34325581395.34884
650.0,34325581395.34884
646.875,28604651162.7907
643.75,28604651162.7907
640.625,28604651162.7907
637.5,28604651162.7907
634.375,28604651162.7907
631.25,28604651162.7907
628.125,28604651162.7907
625.0,28604651162.7907
621.875,28604651162.7907
618.75,28604651162.7907
615.625,28604651162.7907
612.5,28604651162.7907
609.375,28604651162.7907
606.25,28604651162.7907
603.125,28604651162.7907
600.0,28604651162.7907
596.875,28604651162.7907
593.75,28604651162.7907
590.625,28604651162.7907
587.5,28604651162.7907
584.375,34325581395.34884
581.25,40046511627.906975
578.125,40046511627.906975
575.0,40046511627.906975
571.875,40046511627.906975
568.75,40046511627.906975
565.625,40046511627.906975
562.5,40046511627.906975
559.375,40046511627.906975
556.25,40046511627.906975
553.125,40046511627.906975
550.0,40046511627.906975
546.875,40046511627.906975
543.75,51488372093.023254
540.625,57209302325.5814
537.5,62930232558.139534
534.375,102976744186.04651
531.25,102976744186.04651
528.125,102976744186.04651
525.0,97255813953.48837
521.875,91534883720.93024
518.75,91534883720.93024
515.625,91534883720.93024
512.5,91534883720.93024
509.375,91534883720.93024
506.25,97255813953.48837
503.125,97255813953.48837
500.0,97255813953.48837
496.875,97255813953.48837
493.75,97255813953.48837
490.625,97255813953.48837
487.5,97255813953.48837
484.375,102976744186.04651
481.25,102976744186.04651
478.125,108697674418.60464
475.0,177348837209.30234
471.875,177348837209.30234
468.75,165906976744.18604
465.625,137302325581.39536
462.5,125860465116.27907
459.375,114418604651.1628
456.25,114418604651.1628
453.125,114418604651.1628
450.0,114418604651.1628
446.875,114418604651.1628
443.75,108697674418.60464
440.625,97255813953.48837
437.5,91534883720.93024
434.375,80093023255.81395
431.25,68651162790.69768
428.125,68651162790.69768
425.0,68651162790.69768
421.875,68651162790.69768
418.75,68651162790.69768
415.625,68651162790.69768
412.5,68651162790.69768
409.375,68651162790.69768
406.25,62930232558.139534
403.125,62930232558.139534
400.0,62930232558.139534
396.875,62930232558.139534
393.75,62930232558.139534
390.625,68651162790.69768
387.5,68651162790.69768
384.375,68651162790.69768
381.25,68651162790.69768
378.125,68651162790.69768
375.0,68651162790.69768
371.875,68651162790.69768
368.75,68651162790.69768
365.625,68651162790.69768
362.5,74372093023.25581
359.375,74372093023.25581
356.25,80093023255.81395
353.125,85813953488.37209
350.0,154465116279.06976
346.875,171627906976.74417
343.75,188790697674.4186
340.625,200232558139.53488
337.5,211674418604.65115
334.375,274604651162.7907
331.25,286046511627.907
328.125,354697674418.6047
325.0,366139534883.72095
321.875,394744186046.51166
318.75,394744186046.51166
315.625,371860465116.27905
312.5,377581395348.8372
309.375,377581395348.8372
306.25,394744186046.51166
303.125,463395348837.2093
300.0,492000000000.0
296.875,503441860465.1163
293.75,486279069767.44183
290.625,417627906976.7442
287.5,417627906976.7442
284.375,417627906976.7442
281.25,411906976744.18604
278.125,400465116279.06976
275.0,268883720930.23254
271.875,160186046511.6279
268.75,148744186046.51163
265.625,137302325581.39536
262.5,125860465116.27907
259.375,125860465116.27907
256.25,125860465116.27907
253.125,125860465116.27907
250.0,131581395348.8372
246.875,114418604651.1628
243.75,91534883720.93024
240.625,68651162790.69768
237.5,62930232558.139534
234.375,51488372093.023254
231.25,51488372093.023254
228.125,45767441860.46512
225.0,45767441860.46512
221.875,51488372093.023254
218.75,51488372093.023254
215.625,51488372093.023254
212.5,51488372093.023254
209.375,45767441860.46512
206.25,40046511627.906975
203.125,40046511627.906975
200.0,28604651162.7907
196.875,28604651162.7907
193.75,22883720930.23256
190.625,22883720930.23256
187.5,22883720930.23256
184.375,22883720930.23256
181.25,22883720930.23256
178.125,22883720930.23256
175.0,22883720930.23256
171.875,22883720930.23256
168.75,22883720930.23256
165.625,22883720930.23256
162.5,22883720930.23256
159.375,22883720930.23256
156.25,22883720930.23256
153.125,22883720930.23256
150.0,22883720930.23256
146.875,22883720930.23256
143.75,22883720930.23256
140.625,28604651162.7907
137.5,28604651162.7907
134.375,28604651162.7907
131.25,28604651162.7907
128.125,28604651162.7907
125.0,28604651162.7907
121.875,28604651162.7907
118.75,34325581395.34884
115.625,34325581395.34884
112.5,40046511627.906975
109.375,34325581395.34884
106.25,34325581395.34884
103.125,34325581395.34884
100.0,34325581395.34884
96.875,34325581395.34884
93.75,34325581395.34884
90.625,28604651162.7907
87.5,34325581395.34884
84.375,34325581395.34884
81.25,34325581395.34884
78.125,34325581395.34884
75.0,34325581395.34884
71.875,28604651162.7907
68.75,28604651162.7907
65.625,28604651162.7907
62.5,28604651162.7907
59.375,28604651162.7907
56.25,28604651162.7907
53.125,28604651162.7907
50.0,28604651162.7907
46.875,28604651162.7907
43.75,28604651162.7907
40.625,28604651162.7907
37.5,28604651162.7907
34.375,28604651162.7907
31.25,28604651162.7907
28.125,28604651162.7907
25.0,28604651162.7907
21.875,34325581395.34884
