0,1.3245528
0.05,1.3797185
0.1,1.4046103
0.15,1.4321367
0.2,1.4561352
0.25,1.4784821
0.3,1.5037517
0.35,1.5296629
0.4,1.545025
0.45,1.5577808
0.5,1.5850198
0.55,1.6059
0.6,1.6209384
0.65,1.6410403
0.7,1.6474247
0.75,1.6658909
0.8,1.6776376
0.85,1.6891768
0.9,1.7051074
0.95,1.7280697
1,1.7411253
1.1,1.75657
1.2,1.7778719
1.3,1.7989978
1.4,1.8325707
1.5,1.8467137
1.6,1.8578235
1.7,1.8808179
1.8,1.8928517
1.9,1.9134737
2,1.9240924
2.2,1.9491129
2.4,1.9796242
2.6,2.0009926
2.8,2.0124825
3,2.0305747
3.2,2.0318585
3.3,2.0411718
3.4,2.0585407
3.6,2.0650583
3.8,2.0746948
4,2.0896476
4.4,2.0968571
4.5,2.1081104
4.8,2.1065821
5,2.1169704
5.5,2.116507
6,2.1241983
6.47,2.137852
8,2.1397338
9,2.1432353
10,2.1432553
11,2.1049767
12,2.0924119
13,2.0777366
14,2.0671851
15,2.067151
16,2.0511222
17,2.0433136
18,2.0310479
19,2.0232955
20,2.0250726
21,2.0224018
22,2.0116313
23,2.0038284
24,1.9974594
25,1.9932626
26,1.9896947
27,1.9857901
28,1.9829136
29,1.9805453
30,1.9782038
31,1.9762494
32,1.974926
33,1.9739462
34,1.97304
35,1.9716671
36,1.9707557
37,1.9697567
38,1.9685868
39,1.9670604
40,1.9660306
41,1.9649114
42,1.9640636
43,1.9631883
44,1.9620722
45,1.9591044
50,1.9546724
55,1.950266
60,1.9459066
65,1.9417257
70,1.9375695
75,1.9333986
80,1.9293012
85,1.9252498
