0,58.982456
0.05,3.6106005
0.1,2.9188402
0.15,2.7946076
0.2,2.6893064
0.25,2.6177482
0.3,2.5627127
0.35,2.5303966
0.4,2.4926763
0.45,2.460908
0.5,2.4291404
0.55,2.3983422
0.6,2.3822627
0.65,2.3652461
0.7,2.3451024
0.75,2.3349708
0.8,2.3204245
0.85,2.3066823
0.9,2.2915767
0.95,2.2848972
1,2.2859286
1.1,2.2685324
1.2,2.2587495
1.3,2.2490272
1.4,2.2387337
1.5,2.2288798
1.6,2.211156
1.7,2.2016936
1.8,2.2049188
1.9,2.2054138
2,2.17856
2.2,2.1744574
2.4,2.1703843
2.6,2.1707967
2.8,2.1657112
3,2.1604524
3.2,2.1560479
3.3,2.1465422
3.4,2.1490143
3.6,2.1431541
3.8,2.1419481
4,2.1494209
4.4,2.1469109
4.5,2.1449576
4.8,2.1559444
5,2.1459034
5.5,2.1481147
6,2.1447123
6.47,2.1319533
8,2.1176325
9,2.0968805
10,2.0794678
11,2.0903748
12,2.0661102
13,2.051936
14,2.03821
15,2.0409463
16,2.0293009
17,2.0314725
18,2.0205631
19,2.0207215
20,2.0161964
21,2.0089786
22,1.9982074
23,1.9933969
24,1.9917319
25,1.9879734
26,1.9843937
27,1.981424
28,1.9802117
29,1.9784916
30,1.9773187
31,1.9761457
32,1.9744274
33,1.971609
34,1.9705745
35,1.9686737
36,1.9672601
37,1.9662755
38,1.9647704
39,1.9632206
40,1.9621586
41,1.9611742
42,1.9602862
43,1.9594179
44,1.958552
45,1.955964
50,1.951685
55,1.947438
60,1.9432255
65,1.9390533
70,1.9349164
75,1.9308136
80,1.926745
85,1.9227133
